Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Nicholas Pitt,Zola in England - R&D,"£14,537",3-Feb-21,February,Q4,South East,Oxford,Theatre,"£15,000 and below",
Antony Pothecary,Interview with a Drag Queen,"£14,161",3-Feb-21,February,Q4,South East,Brighton and Hove,Theatre,"£15,000 and below",
Aisha Adi,Collective Art Project Space & Gallery,"£15,000",3-Feb-21,February,Q4,South East,St Albans,Visual arts,"£15,000 and below",
CoDa Dance Company,Organisational Development and Digital Dance Tech Research,"£14,714",3-Feb-21,February,Q4,South East,Thurrock,Dance,"£15,000 and below",
Nitrous Cow Productions,Move Fast and Break Things - RnD + educational outreach programme,"£13,390",3-Feb-21,February,Q4,London,Ealing,Theatre,"£15,000 and below",
Claire Undy,Skelf,"£15,000",9-Feb-21,February,Q4,Midlands,Newark and Sherwood,Visual arts,"£15,000 and below",
Offas Press,Reaching Further,"£14,690",9-Feb-21,February,Q4,Midlands,Shropshire,Literature,"£15,000 and below",
Lucy Hayward,Coventry Canals 2021,"£30,000",9-Feb-21,February,Q4,Midlands,Birmingham,Theatre,"£15,000 and below",
Laura Mabbutt,Make Yourself At Home 2021,"£14,923",9-Feb-21,February,Q4,Midlands,Lincoln,Visual arts,"£15,000 and below",
Wimborne History Festival,Magnificent Mills,"£15,000",9-Feb-21,February,Q4,South West,Dorset,Combined arts,"£15,000 and below",
Emily Clare Broughton,Ernie's Journey,"£14,526",9-Feb-21,February,Q4,South West,"Bristol, City of",Theatre,"£15,000 and below",
Platform Thirty1 Limited,At The Kitchen Table,"£14,982",9-Feb-21,February,Q4,Midlands,Bolsover,Visual arts,"£15,000 and below",
GL4 CIC,GL4 CIC,"£73,744",9-Feb-21,February,Q4,South West,Gloucester,Combined arts,"Above £15,000",
Katherine Findlay,Pike Ward Audio Development,"£12,350",9-Feb-21,February,Q4,South West,Mid Devon,Theatre,"£15,000 and below",
Music for Miniatures CIO,Beethoven meets Hansel and Gretel,"£12,642",9-Feb-21,February,Q4,South West,Bath and North East Somerset,Music,"£15,000 and below",
Roustabout Theatre,This Island's Mine Schools & Theatre Tour & Strategic Company Development,"£49,333",9-Feb-21,February,Q4,South West,"Bristol, City of",Theatre,"Above £15,000",
The Museum in the Park,Supporter Scheme for the Museum in the Park,"£35,000",9-Feb-21,February,Q4,South West,Stroud,Museums,"Above £15,000",
The Beau Nash Ltd t/a Komedia Bath,Grassroots music fund resubmission,"£14,382",9-Feb-21,February,Q4,South West,Bath and North East Somerset,Music,Grassroots Music,
Iwan Kuechenberg,Kali Yuga Jive,"£14,985",9-Feb-21,February,Q4,South West,South Hams,Combined arts,"£15,000 and below",
ArtfulScribe,ArtfulScribe Organisational Development,"£44,082",9-Feb-21,February,Q4,South West,Southampton,Literature,"Above £15,000",
Dominic Gee-Burch,440 Theatre,"£5,594",9-Feb-21,February,Q4,South West,East Hampshire,Theatre,"£15,000 and below",
Sarah Mensah,Colori Della Gente,"£8,563",9-Feb-21,February,Q4,Midlands,Nottingham,Visual arts,"£15,000 and below",
Rame Projects CIC,Rame Projects 2021,"£28,749",9-Feb-21,February,Q4,South West,Plymouth,Visual arts,"Above £15,000",
Raucous,Establishing New Pathways,"£14,925",9-Feb-21,February,Q4,South West,"Bristol, City of",Theatre,"£15,000 and below",
St Barbe Museum and Art Gallery,Can't See The Art For The Tree's,"£84,500",9-Feb-21,February,Q4,South West,New Forest,Museums,"Above £15,000",
Connor Elliman,The Dawning,"£2,411",10-Feb-21,February,Q4,North,Cheshire West and Chester,Dance,"£15,000 and below",
Fast Familiar Ltd,The Milne Murder + business development,"£14,735",10-Feb-21,February,Q4,South East,West Berkshire,Theatre,"£15,000 and below",
Tim Garland Music Ltd,Spring Encounters,"£15,000",10-Feb-21,February,Q4,South East,Dacorum,Music,"£15,000 and below",
Emma Harding,Difference in a Different World 2,"£14,869",10-Feb-21,February,Q4,South East,Hastings,Combined arts,"£15,000 and below",
Haozhe Li,Phase,"£9,658",10-Feb-21,February,Q4,London,Camden,Visual arts,"£15,000 and below",
YC Hertfordshire / Hertfordshire County Council,Poetic Connexions,"£38,978",10-Feb-21,February,Q4,South East,East Hertfordshire,Literature,"Above £15,000",
Janet Oates,Theorbo Today,"£6,200",10-Feb-21,February,Q4,London,Richmond upon Thames,Music,"£15,000 and below",
Neil Wills,A Year in Longyearbyen,"£14,906",10-Feb-21,February,Q4,South East,Lewes,Literature,"£15,000 and below",
Ryedale Folk Museum,Northern Eutierria,"£12,925",10-Feb-21,February,Q4,North,Ryedale,Visual arts,"£15,000 and below",
Crossing Footprints CIC,"Sanctuary, Climate and Libraries","£15,000",10-Feb-21,February,Q4,North,Trafford,Music,"£15,000 and below",
MAKEDA MAKES,MAKEDA MAKES LIBRARIES PROGRAMME,"£49,812",10-Feb-21,February,Q4,London,Waltham Forest,Combined arts,"Above £15,000",
Weston Artspace CIC,Weston Artspace CIC,"£15,000",10-Feb-21,February,Q4,South West,North Somerset,Combined arts,"£15,000 and below",
Art Licks,Cow Syke Projects: Research & Development,"£12,330",10-Feb-21,February,Q4,North,Ryedale,Visual arts,"£15,000 and below",
London Borough of Barking and Dagenham Culture Service,Valence Library Arts and Cultural Hub,"£38,247",10-Feb-21,February,Q4,London,Barking and Dagenham,Libraries,"Above £15,000",
Bethlem Gallery,Digital Resilience & Programme,"£15,000",10-Feb-21,February,Q4,London,Bromley,Visual arts,"£15,000 and below",
Susannah MacDonald,Elephant Talk Theatre,"£14,974",10-Feb-21,February,Q4,South East,Worthing,Theatre,"£15,000 and below",
Temple Theatre,Development and 2021 tour of telephone theatre,"£13,790",10-Feb-21,February,Q4,South East,Brighton and Hove,Theatre,"£15,000 and below",
Rob Tompsett,Rob T - At It Again!,"£13,836",10-Feb-21,February,Q4,South East,Maidstone,Music,"£15,000 and below",
Alexandra Keelan,VIGNETTES - Female Writer Showcase,"£14,450",10-Feb-21,February,Q4,North,Manchester,Theatre,"£15,000 and below",
Montez Press,Montez Press Arts Publishing & Performance Programme 2021,"£14,800",10-Feb-21,February,Q4,London,Kensington and Chelsea,Visual arts,"£15,000 and below",
Peut-Être Theatre,AUDIOMOVES: Accessible Digital Audio-activities for Children (3+)  &  Educators’ Training Programme,"£39,000",10-Feb-21,February,Q4,London,Westminster,Theatre,"Above £15,000",
Mandala Theatre Company CIC,Training and Knowledge Exchange,"£35,768",10-Feb-21,February,Q4,South East,Oxford,Theatre,"Above £15,000",
Lindsay Stewart,Lindsay Munroe EP,"£6,600",10-Feb-21,February,Q4,North,Manchester,Music,"£15,000 and below",
Katie Sollohub,Immersed,"£12,958",10-Feb-21,February,Q4,South East,Adur,Visual arts,"£15,000 and below",
Camilla Duthie,Thyla LP1 creative funding,"£4,950",10-Feb-21,February,Q4,South East,Brighton and Hove,Music,"£15,000 and below",
Sophie Mahon,'Bogart's Eyes' Album Sophie Mahon,"£8,250",10-Feb-21,February,Q4,South East,Mid Suffolk,Music,"£15,000 and below",
Adinda van 't Klooster,VR_Draw,"£15,000",10-Feb-21,February,Q4,North,Newcastle upon Tyne,Visual arts,"£15,000 and below",
Ruth Jones,"The Agency of Visible Womxn -- Taking Space, Sharing Space and Taking Care","£15,000",10-Feb-21,February,Q4,South East,Southend-on-Sea,Combined arts,"£15,000 and below",
Nicholas Clarke,"Flavours of Holi, Digitally","£15,000",10-Feb-21,February,Q4,North,Manchester,Combined arts,"£15,000 and below",
Ledbury Poetry Festival,LPF Community Poetry Programme,"£15,350",10-Feb-21,February,Q4,Midlands,"Herefordshire, County of",Literature,"Above £15,000",
the 2funky lounge,New Horizons,"£39,017",10-Feb-21,February,Q4,Midlands,Leicester,Music,Grassroots Music,
Rhona Foster,Nails & Beauty,"£9,685",10-Feb-21,February,Q4,South East,Thanet,Visual arts,"£15,000 and below",
Quest Music Services,Red Alert for Arts in Thurrock,"£14,278",10-Feb-21,February,Q4,South East,Thurrock,Music,Grassroots Music,
SPACE 289,New trussing and rail system for Parallel Lines Takeover,"£14,484",10-Feb-21,February,Q4,London,Tower Hamlets,Music,Grassroots Music,
SCOTTEE & FRIENDS LTD,Hamburger Queen x World Obesity Day,"£28,910",10-Feb-21,February,Q4,South East,Southend-on-Sea,Visual arts,"Above £15,000",
District 61 Jordan Street Limited,District - The Future,"£8,009",10-Feb-21,February,Q4,North,Liverpool,Music,Grassroots Music,
Fruit Fly Collective,Creativity in Grief,"£9,206",10-Feb-21,February,Q4,London,Lewisham,Literature,"£15,000 and below",
Mahamadou Kanoute,Sefo Kanuteh - Triple Release,"£14,980",10-Feb-21,February,Q4,South East,Broadland,Music,"£15,000 and below",
Lucy Mytton,Making in the City,"£3,330",10-Feb-21,February,Q4,South East,Brighton and Hove,Visual arts,"£15,000 and below",
Keys Meadow,A Child Of Stories,"£21,339",10-Feb-21,February,Q4,London,Enfield,Theatre,"Above £15,000",
Vacuum Theatre CIC,R&D project for new play King Baby,"£14,995",10-Feb-21,February,Q4,South East,Dacorum,Theatre,"£15,000 and below",
The Grand Theatre of Lemmings,George the Bookworm: Tendring Library Tour,"£33,608",10-Feb-21,February,Q4,South East,Tendring,Theatre,"Above £15,000",
Victoria Gray,Autistic Joy: Autism and Arts Practice,"£14,020",10-Feb-21,February,Q4,North,York,Combined arts,"£15,000 and below",
Odd Eyes Theatre,#HATERS Creative Debate Follow-up Project,"£8,370",10-Feb-21,February,Q4,London,Hackney,Theatre,"£15,000 and below",
The Sunday Boys,The Sunday Boys and Finn Anderson Spring 2021,"£12,571",10-Feb-21,February,Q4,North,Manchester,Music,"£15,000 and below",
Sense,Sense Touchbase Pears Studio Development #2,"£77,950",10-Feb-21,February,Q4,Midlands,Birmingham,Dance,"Above £15,000",
Sam Conway,Research and development for A Hedgehog's Tale,"£9,550",10-Feb-21,February,Q4,South East,Huntingdonshire,Theatre,"£15,000 and below",
Helen Crevel,"Seedling: research, development and presentation in retail spaces","£28,415",10-Feb-21,February,Q4,Midlands,West Northamptonshire,Theatre,"Above £15,000",
sophie weaver,The Ruptured Duck Community Theatre Project,"£6,500",10-Feb-21,February,Q4,South East,Colchester,Theatre,"£15,000 and below",
Theodora van der Beek,Drink Your Pink Artist Film,"£11,683",10-Feb-21,February,Q4,London,Haringey,Theatre,"£15,000 and below",
Alison Wilkes,Sketch and Connect,"£14,500",10-Feb-21,February,Q4,North,Gateshead,Visual arts,"£15,000 and below",
Sheep Soup Productions,The Marathon Project - R&D,"£46,055",10-Feb-21,February,Q4,Midlands,Nottingham,Theatre,"Above £15,000",
Gaelin Little,Inclusive Community Dance Film,"£14,923",10-Feb-21,February,Q4,South East,Norwich,Dance,"£15,000 and below",
Matthew Todd,Straight Jacket Play,"£13,148",10-Feb-21,February,Q4,London,Islington,Theatre,"£15,000 and below",
Alexandra Donnachie,When We Died: recovery/phase 2,"£15,000",10-Feb-21,February,Q4,London,Hammersmith and Fulham,Theatre,"£15,000 and below",
Matt Lim,One at a Time R&D,"£15,000",10-Feb-21,February,Q4,London,Newham,Theatre,"£15,000 and below",
High Peak Community Arts,Project eARTh,"£70,551",10-Feb-21,February,Q4,Midlands,High Peak,Visual arts,"Above £15,000",
Bamboozle Theatre Company,Bamboozle Outdoors,"£29,063",10-Feb-21,February,Q4,Midlands,Leicester,Theatre,"Above £15,000",
Hard Graft Theatre Company LTD,Histórias de rua,"£13,980",10-Feb-21,February,Q4,North,Rossendale,Theatre,"£15,000 and below",
Iain Chambers,Render Ghosts,"£8,280",10-Feb-21,February,Q4,South East,Peterborough,Music,"£15,000 and below",
Simon Porter,Poetry Picnic Partner Tour,"£15,000",10-Feb-21,February,Q4,South East,Windsor and Maidenhead,Literature,"£15,000 and below",
China Plate,Bus Boycott (working title),"£90,261",10-Feb-21,February,Q4,Midlands,Birmingham,Theatre,"Above £15,000",
51zero,Medway Superstars,"£56,725",10-Feb-21,February,Q4,South East,Medway,Combined arts,"Above £15,000",
A.M.Qattan Foundation,Projects with DAAR and Fehras Pubilshing Practices,"£29,000",10-Feb-21,February,Q4,London,Kensington and Chelsea,Combined arts,"Above £15,000",
Love Music Education Ltd,Creating & Performing in the face of the pandemic,"£14,660",10-Feb-21,February,Q4,North,Ribble Valley,Music,"£15,000 and below",
University of Brighton (Brighton CCA),Process as Participation,"£14,900",10-Feb-21,February,Q4,South East,Brighton and Hove,Visual arts,"£15,000 and below",
Fabia Turner,Jericho Book Prize,"£4,889",10-Feb-21,February,Q4,London,Richmond upon Thames,Literature,"£15,000 and below",
Martha Wheatley,Women Are Mint: Changes due to Covid,"£8,254",10-Feb-21,February,Q4,North,Newcastle upon Tyne,Music,Grassroots Music,
Adam McGuigan,Beyond Our Words,"£15,000",10-Feb-21,February,Q4,London,Lambeth,Combined arts,"£15,000 and below",
INK FESTIVAL,INK Festival 2021-2,"£15,000",10-Feb-21,February,Q4,South East,East Suffolk,Theatre,"£15,000 and below",
Rebecca Fuller,Evita Too,"£15,000",10-Feb-21,February,Q4,South East,West Suffolk,Theatre,"£15,000 and below",
Intra Arts Ltd,Coalescence,"£14,998",10-Feb-21,February,Q4,South East,Medway,Visual arts,"£15,000 and below",
Louai AlHenawi,London Syrian Ensemble 2021,"£15,000",10-Feb-21,February,Q4,London,Waltham Forest,Music,"£15,000 and below",
Raging Calm Productions Ltd,Tempest Workshop,"£13,500",10-Feb-21,February,Q4,London,Ealing,Theatre,"£15,000 and below",
Jose Martin-Agudo,Research and development to explore new ways of working (re submission),"£15,000",10-Feb-21,February,Q4,London,Croydon,Dance,"£15,000 and below",
Felice Moramarco,DEMO 2021,"£15,000",10-Feb-21,February,Q4,London,Lewisham,Visual arts,"£15,000 and below",
Ursula Hurst,Drawing Hope,"£11,250",10-Feb-21,February,Q4,North,Hyndburn,Combined arts,"£15,000 and below",
Southpaw Dance Company,Southpaw Digital Dance,"£14,930",10-Feb-21,February,Q4,North,Newcastle upon Tyne,Dance,"£15,000 and below",
James Varney,King of Rome Stage 1: R&D,"£9,055",10-Feb-21,February,Q4,North,Manchester,Theatre,"£15,000 and below",
The Moonlighters Collective,Dear Beryl R&D,"£12,109",10-Feb-21,February,Q4,North,Allerdale,Theatre,"£15,000 and below",
IntrasonusUK,Inner Waves,"£14,000",11-Feb-21,February,Q4,London,Islington,Music,"£15,000 and below",
Wilma Stone,Heartwork,"£12,882",11-Feb-21,February,Q4,London,Barnet,Literature,"£15,000 and below",
Music and Theatre for All,#Schubert200,"£14,930",11-Feb-21,February,Q4,London,Lewisham,Music,"£15,000 and below",
Freedom Festival Arts Trust,Freedom Festival Additions,"£99,500",11-Feb-21,February,Q4,North,"Kingston upon Hull, City of",Combined arts,"Above £15,000",
Kelly Jones,1.4 for a copy,"£7,712",11-Feb-21,February,Q4,London,Barking and Dagenham,Theatre,"£15,000 and below",
Irwell House Artists' Studios,Perennial Paradise for artists & communities in East Salford,"£49,412",11-Feb-21,February,Q4,North,Salford,Visual arts,"Above £15,000",
Artists4Artists,Artists 4 Artists Festival 2021,"£48,941",11-Feb-21,February,Q4,London,Redbridge,Dance,"Above £15,000",
Halton Borough Council,Celebrate Halton: Borough of Culture 2021,"£100,000",11-Feb-21,February,Q4,North,Halton,Combined arts,"Above £15,000",
Certain Blacks,Ship Building,"£48,000",11-Feb-21,February,Q4,London,Newham,Combined arts,"Above £15,000",
Nancy Hitzig,Swing Sister Swing - post-COVID performance ready,"£10,000",11-Feb-21,February,Q4,London,Camden,Dance,"£15,000 and below",
Harriet Turney,32 Boroughs London 2013-2021 01,"£5,000",11-Feb-21,February,Q4,London,Richmond upon Thames,Visual arts,"£15,000 and below",
James Ibrahim-Haddrell,JIH Productions - family show R&D,"£14,750",11-Feb-21,February,Q4,London,Bexley,Theatre,"£15,000 and below",
Jacky Klein,The Culture Collective,"£5,823",11-Feb-21,February,Q4,London,Camden,Combined arts,"£15,000 and below",
Kerry Michael,The Prince of North London,"£14,953",11-Feb-21,February,Q4,London,Newham,Theatre,"£15,000 and below",
Georgina Savage,The Invisible Hand - Music Composition Collaboration - Audio Documentary,"£7,000",11-Feb-21,February,Q4,London,Hackney,Combined arts,"£15,000 and below",
Amble Development Trust,Bird Art Trail,"£76,520",11-Feb-21,February,Q4,North,Northumberland,Visual arts,"Above £15,000",
Music Halls,St Mary's Music Hall (Equipment),"£35,000",11-Feb-21,February,Q4,North,Sheffield,Music,Grassroots Music,
Northern Print,Reimagining printmaking for Digital Audiences(working title),"£37,000",11-Feb-21,February,Q4,North,Newcastle upon Tyne,Visual arts,"Above £15,000",
Stand and Be Counted Theatre Company,Community Values Project,"£75,062",11-Feb-21,February,Q4,North,Bradford,Theatre,"Above £15,000",
Kwame Paul Boakye,Amplify Black Queer Voices 2021,"£15,000",11-Feb-21,February,Q4,London,Kensington and Chelsea,Combined arts,"£15,000 and below",
Elijah kerr,Poetry Recording and writing online,"£13,800",11-Feb-21,February,Q4,London,Lambeth,Literature,"£15,000 and below",
Nadia Papachronopoulou,The Whisper Tree,"£10,892",11-Feb-21,February,Q4,London,Islington,Theatre,"£15,000 and below",
Camille Dawson,Night on Boob Mountain,"£14,883",11-Feb-21,February,Q4,London,Lewisham,Theatre,"£15,000 and below",
The Norton Priory Museum Trust,Igniting Imaginations,"£70,000",11-Feb-21,February,Q4,North,Halton,Combined arts,"Above £15,000",
Manchester City Of Literature,"Festival of Libraries, a Greater Manchester celebration","£82,750",11-Feb-21,February,Q4,North,Manchester,Combined arts,"Above £15,000",
nora nord,You and Me: Let's Talk About ADHD - podcast,"£13,548",11-Feb-21,February,Q4,London,Tower Hamlets,Combined arts,"£15,000 and below",
Kings Place Music Foundation,London Unwrapped,"£15,000",11-Feb-21,February,Q4,London,Islington,Music,"£15,000 and below",
Merseyside Arts Foundation,Re-connect,"£41,892",11-Feb-21,February,Q4,North,Liverpool,Music,"Above £15,000",
Wise Children,Wuthering Heights National Tour,"£100,000",23-Feb-21,February,Q4,South West,"Bristol, City of",Theatre,"National activity £100,000 and below",
The Farm Yard Circus,Show Development,"£15,000",23-Feb-21,February,Q4,South West,Swindon,Theatre,"£15,000 and below",
Claire Summerfield,Making great Digital Dance for children and young people,"£49,530",23-Feb-21,February,Q4,South East,Cambridge,Dance,"National activity £100,000 and below",
The Royal African Society,Africa Writes 2021,"£49,900",23-Feb-21,February,Q4,London,Camden,Literature,"National activity £100,000 and below",
Danielle Teale,Dancing with Parkinson's CID Project - Online,"£75,820",23-Feb-21,February,Q4,South East,Hart,Dance,"National activity £100,000 and below",
Creative Future Ltd,CF Writers' Award 2021,"£48,715",23-Feb-21,February,Q4,South East,Brighton and Hove,Literature,"National activity £100,000 and below",
Saffron Records,Company Growth 2021,"£49,189",23-Feb-21,February,Q4,South West,"Bristol, City of",Music,"National activity £100,000 and below",
Knowle West Media Centre,Come Together,"£75,499",23-Feb-21,February,Q4,South West,"Bristol, City of",Combined arts,"National activity £100,000 and below",
Caroline Summerfield,More Gardening Times,"£14,800",23-Feb-21,February,Q4,South West,Tewkesbury,Theatre,"£15,000 and below",
Outside In,Outreach and Digital Development,"£26,552",23-Feb-21,February,Q4,South East,Chichester,Visual arts,"National activity £100,000 and below",
Mahogany Opera Group,Snappy Opera Festival 2021,"£25,798",23-Feb-21,February,Q4,South East,Watford,Music,"National activity £100,000 and below",
Dimbola Museum and Galleries,Creative Cross-Currents,"£14,970",23-Feb-21,February,Q4,South West,Isle of Wight,Visual arts,"£15,000 and below",
Dante Or Die,Digital Sites: Three projects connecting to new audiences across England,"£48,200",23-Feb-21,February,Q4,London,Westminster,Theatre,"National activity £100,000 and below",
Squidsoup Ltd,Where There Is Light National Tour,"£49,636",23-Feb-21,February,Q4,South West,Cotswold,Visual arts,"National activity £100,000 and below",
Botis Seva,BLKDOG 2021,"£49,999",23-Feb-21,February,Q4,London,Kingston upon Thames,Dance,"National activity £100,000 and below",
Bramshott & Liphook Arts & Crafts Society,Create & Share,"£3,590",23-Feb-21,February,Q4,South West,East Hampshire,Visual arts,"£15,000 and below",
Andy Field,'Lookout' community tour,"£61,060",23-Feb-21,February,Q4,London,Hackney,Theatre,"National activity £100,000 and below",
Kapow - Dance Circus Theatre CIC,Mayfly,"£37,400",23-Feb-21,February,Q4,North,Manchester,Dance,"National activity £100,000 and below",
Platform4,Day of the Triffids Climate Change Production & Tour,"£35,233",23-Feb-21,February,Q4,South West,Winchester,Theatre,"National activity £100,000 and below",
Jasmin Perry,Weston Writers' Nights,"£4,432",23-Feb-21,February,Q4,South West,North Somerset,Literature,"£15,000 and below",
Wayward Productions,The Language of Kindness,"£44,376",23-Feb-21,February,Q4,London,Islington,Theatre,"National activity £100,000 and below",
Henge,Attention Humans,"£29,049",23-Feb-21,February,Q4,North,Manchester,Music,"National activity £100,000 and below",
Marlborough Theatre Productions Ltd,New Queers on the Block,"£109,900",23-Feb-21,February,Q4,South East,Brighton and Hove,Theatre,"National activity £100,000 and below",
Sound UK Arts,A Song for Us,"£69,050",23-Feb-21,February,Q4,London,Greenwich,Music,"National activity £100,000 and below",
Magic Acorns CIC,In-between Spaces - Early Years Arts,"£14,900",24-Feb-21,February,Q4,South East,Colchester,Combined arts,"£15,000 and below",
Sidmouth Coastal Community Hub CIC,Sidmouth School of Art Wall Space,"£49,950",24-Feb-21,February,Q4,South West,East Devon,Visual arts,"Above £15,000",
Beth Watson,Hasbian R&D/Queer Diary online 2021,"£9,621",24-Feb-21,February,Q4,London,Southwark,Theatre,"£15,000 and below",
The Untold Orchestra,Strum (working title),"£15,000",24-Feb-21,February,Q4,North,Manchester,Music,"£15,000 and below",
Liam O'Shea,Hope Works Deepening Diversity and Quality,"£15,000",24-Feb-21,February,Q4,North,Sheffield,Combined arts,Grassroots Music,
Lazarus Theatre Company Limited,Dr Faustus R&D (Amended),"£14,797",24-Feb-21,February,Q4,London,Greenwich,Theatre,"£15,000 and below",
Kernow Education Arts Partnership,"New Ways, New Voices","£49,588",24-Feb-21,February,Q4,South West,Cornwall,Literature,"Above £15,000",
Colin Emmanuel,Some Of Them Wolves Are Sheep 1,"£8,467",24-Feb-21,February,Q4,South East,Milton Keynes,Music,"£15,000 and below",
Robin Surgeoner,Contradictions - A Covid Confidential,"£16,300",24-Feb-21,February,Q4,Midlands,Birmingham,Combined arts,"£15,000 and below",
Rugby Art Gallery and Museum,"Your Story, Your Collection","£46,986",24-Feb-21,February,Q4,Midlands,Rugby,Museums,"Above £15,000",
Pegasus Opera Company,Pegasus Opera Company - Windrush Opera Commission,"£14,950",24-Feb-21,February,Q4,London,Lambeth,Music,"£15,000 and below",
Hiccup Theatre,The Emperor’s New Clothes R&D,"£18,302",24-Feb-21,February,Q4,Midlands,Derby,Theatre,"£15,000 and below",
Isobel Pickup,Art Takeaway,"£11,813",24-Feb-21,February,Q4,North,Manchester,Visual arts,"£15,000 and below",
Norman Peacock,Music to Art. An Ulster Midlands connection.,"£13,200",24-Feb-21,February,Q4,Midlands,Birmingham,Music,"£15,000 and below",
Wendy Sprakes,Latin Lockdowns Live,"£9,585",24-Feb-21,February,Q4,Midlands,Chesterfield,Music,"£15,000 and below",
sarah Lloyd-Winder,Secret Storytellers of Wincanton,"£15,824",24-Feb-21,February,Q4,South East,Hertsmere,Combined arts,"£15,000 and below",
Ludlow Song,Ludlow Song,"£6,039",24-Feb-21,February,Q4,Midlands,Shropshire,Music,"£15,000 and below",
Firhaad Ahmed,Luton Lights Up Festival,"£15,000",24-Feb-21,February,Q4,South East,Luton,Combined arts,"£15,000 and below",
English Symphony Orchestra,Expanding and Diversifying our Audiences and Repertoire in 2020,"£79,601",24-Feb-21,February,Q4,Midlands,Worcester,Music,"Above £15,000",
Cameron John Sharp,MOSHPIT (Bonnie and The Bonnettes and The Six Twenty Collaboration),"£15,000",24-Feb-21,February,Q4,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Bash Street Theatre,The Cameraman,"£34,550",24-Feb-21,February,Q4,South West,Cornwall,Theatre,"Above £15,000",
Greenbelt Festival,Playhouse Theatre 2021,"£14,975",24-Feb-21,February,Q4,London,Camden,Combined arts,"£15,000 and below",
Cat Robey,'On Arriving' R&D,"£10,375",24-Feb-21,February,Q4,North,Kirklees,Theatre,"£15,000 and below",
Junction Arts Limited,Our Place,"£42,600",24-Feb-21,February,Q4,Midlands,Chesterfield,Combined arts,"Above £15,000",
Sleeping Trees LLP,Sleeping Trees Organisational Development,"£15,000",24-Feb-21,February,Q4,South East,Waverley,Theatre,"£15,000 and below",
Charlotte Barber,(un)ambiguous,"£15,960",24-Feb-21,February,Q4,North,Stockport,Music,"£15,000 and below",
Gerry Eaton,Field Notes,"£2,643",24-Feb-21,February,Q4,South East,West Oxfordshire,Visual arts,"£15,000 and below",
Tara Franks,Tots Tunes on Tour Phase 1 –  New Content Creation & SCP Strategic Planning,"£14,511",24-Feb-21,February,Q4,South East,Oxford,Music,"£15,000 and below",
Trestle Theatre Company,Trestle at 40,"£14,535",24-Feb-21,February,Q4,South East,St Albans,Theatre,"£15,000 and below",
Burn the Curtain,The Imaginarium of Us,"£39,394",24-Feb-21,February,Q4,South West,East Devon,Theatre,"Above £15,000",
Urban Wilderness Stoke CIC,Company Development,"£46,000",24-Feb-21,February,Q4,Midlands,Stoke-on-Trent,Visual arts,"Above £15,000",
Manchester Central Library Development Trust,I Love You Too,"£13,800",24-Feb-21,February,Q4,North,Manchester,Libraries,"£15,000 and below",
Nebula Productions LTD,Reconnect Phase 2,"£14,875",24-Feb-21,February,Q4,South East,Surrey Heath,Music,"£15,000 and below",
David Clegg,Pathways 4,"£14,849",24-Feb-21,February,Q4,South East,Folkestone and Hythe,Not discipline specific,"£15,000 and below",
Bricks,Scratch St Annes - Bricks Artist Programme & St Annes Arts Action Group,"£51,900",24-Feb-21,February,Q4,South West,"Bristol, City of",Combined arts,"Above £15,000",
The DanceXchange Limited,Beyond Borders 2021,"£89,955",24-Feb-21,February,Q4,Midlands,Birmingham,Dance,"Above £15,000",
Martin Gooding,30 Birds,"£12,330",24-Feb-21,February,Q4,Midlands,Stoke-on-Trent,Combined arts,"£15,000 and below",
Daniel Bye,Online and Outside,"£14,869",24-Feb-21,February,Q4,North,Stockton-on-Tees,Theatre,"£15,000 and below",
Meriden Bars,Equipment Upgrade,"£12,381",24-Feb-21,February,Q4,Midlands,Birmingham,Music,Grassroots Music,
Samia Malik,"R&D New Bilingual Songs based on Ghazal, Raag and Taal:","£15,000",24-Feb-21,February,Q4,South East,Norwich,Music,"£15,000 and below",
Michael Brailey,VIRTUALLYREALITY SS21 series,"£15,000",25-Feb-21,February,Q4,North,Manchester,Music,"£15,000 and below",
Northern Quarter Jazz Ltd,NQ Jazz Research and Development,"£12,089",25-Feb-21,February,Q4,North,Manchester,Music,"£15,000 and below",
Yvonne Battle-Felton,First Draft: Writing Your Novel with Yvonne Battle-Felton,"£15,000",25-Feb-21,February,Q4,North,Sheffield,Literature,"£15,000 and below",
Cartwheel Arts,The Poetry Miles,"£14,990",25-Feb-21,February,Q4,North,Rochdale,Combined arts,"£15,000 and below",
Vici Wreford-Sinnott,Valid Voices,"£25,900",25-Feb-21,February,Q4,North,Redcar and Cleveland,Theatre,"£15,000 and below",
Pif-Paf Theatre Ltd,Moths At Work and Neighbourhoods,"£14,470",25-Feb-21,February,Q4,North,Sheffield,Theatre,"£15,000 and below",
Anti Racist Cumbria,Animating Cumbria's Black Youth,"£15,000",25-Feb-21,February,Q4,North,South Lakeland,Visual arts,"£15,000 and below",
The Three Inch Fools LTD,The Three Inch Fools - Shakespeare Outdoor Touring 2021,"£15,000",25-Feb-21,February,Q4,North,Eden,Theatre,"£15,000 and below",
The Fabularium,RIME Phase 1 - R&D,"£13,800",2-Mar-21,March,Q4,Midlands,Coventry,Theatre,"£15,000 and below",
