Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Coventry University,Inclusive Immersive,"£49,948",21-Feb-24,February,Q4,Midlands,Coventry,Visual arts,"Above £30,000",
Mobius Dance Group Limited,Poetry in Movement - Phase 1,"£29,690",21-Feb-24,February,Q4,North,Bradford,Dance,"£30,000 and below",
North West Media Limited,Manchester Hip Hop Archive VR Arts & Music,"£29,450",21-Feb-24,February,Q4,North,Manchester,Music,"£30,000 and below",Supporting Grassroots Music
Shu Ting Leung,Reimagined City 2024,"£8,950",21-Feb-24,February,Q4,North,Manchester,Combined arts,"£30,000 and below",
Two Rivers High School,Non-verbal theatre sessions for young people with learning disabilities,"£45,456",21-Feb-24,February,Q4,Midlands,Tamworth,Theatre,"Above £30,000",
Whispered Tales,Refuge Island: Refugee Week,"£24,616",21-Feb-24,February,Q4,North,Liverpool,Dance,"£30,000 and below",
Newham Poetry Group,Newham Poetry Festival - Poetry For All,"£62,500",21-Feb-24,February,Q4,London,Newham,Literature,"Above £30,000",
MESS ROOM,MESS ROOM Connects,"£50,000",21-Feb-24,February,Q4,South East,Medway,Visual arts,"Above £30,000",
Thurrock LGBTQ+ Network,Thurrock Pride,"£16,420",21-Feb-24,February,Q4,South East,Thurrock,Combined arts,"£30,000 and below",
The Zemel Choir,Faithful Voices 2024,"£6,135",21-Feb-24,February,Q4,London,Hertsmere,Music,"£30,000 and below",
Daniel Locke,Worlding,"£29,900",21-Feb-24,February,Q4,South East,Brighton and Hove,Combined arts,"£30,000 and below",
Nene Park Trust,Peterborough Cultural Alliance Priority Place Programme,"£677,330",21-Feb-24,February,Q4,South East,Peterborough,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
Other Lives Productions,HOW TO BE BRAVE,"£20,478",21-Feb-24,February,Q4,North,East Riding of Yorkshire,Theatre,"£30,000 and below",
we are Music,Helping grassroots music growth,"£28,300",21-Feb-24,February,Q4,South East,Tendring,Music,"£30,000 and below",Supporting Grassroots Music
peter brazier,VR Artist Development Programme,"£19,400",21-Feb-24,February,Q4,South East,South Cambridgeshire,Music,"£30,000 and below",Supporting Grassroots Music
Kendal Pride,Kendal Pride 2024,"£29,396",21-Feb-24,February,Q4,North,Westmorland and Furness,Combined arts,"£30,000 and below",
Michael John Heatley,HER - Research and Development,"£21,370",21-Feb-24,February,Q4,North,County Durham,Dance,"£30,000 and below",
Badapple Theatre Company,Regalettes 2024,"£28,381",21-Feb-24,February,Q4,North,North Yorkshire,Theatre,"£30,000 and below",
Nikki Charlesworth,"Puppetry, Health and Young Audiences: The Development of Two Shows","£59,973",21-Feb-24,February,Q4,Midlands,Broxtowe,Theatre,"Above £30,000",
The Play's The Thing Theatre Company,Taking the Stage - 3,"£39,366",21-Feb-24,February,Q4,Midlands,West Northamptonshire,Theatre,"Above £30,000",
Chloe Yates,Spring and Other Things,"£10,693",21-Feb-24,February,Q4,South East,Norwich,Theatre,"£30,000 and below",
Catrin Osborne,Home Is Where The He(Art) Is,"£7,050",21-Feb-24,February,Q4,London,Thanet,Visual arts,"£30,000 and below",
Michaela Cisarikova,Creation & Engagement for In Clouds 2024,"£29,267",21-Feb-24,February,Q4,South East,Folkestone and Hythe,Dance,"£30,000 and below",
Little Cog,Autobiography - Stories of Note,"£65,560",21-Feb-24,February,Q4,North,Redcar and Cleveland,Theatre,"£30,000 and below",
Joyce Branagh,"Elves and the Shoemaker, library & schools pilot","£19,000",21-Feb-24,February,Q4,North,Calderdale,Theatre,"£30,000 and below",Universal Library Offers
Let's Go Yorkshire,LET’S PLAY VINYL – Music and Imagination for the Young Generation,"£21,700",21-Feb-24,February,Q4,North,Kirklees,Music,"£30,000 and below",
Emma Hardaker,Leeds Town Hall,"£6,689",21-Feb-24,February,Q4,North,Leeds,Visual arts,"£30,000 and below",
Manpreet Darroch,2024: Sucha Mela Willenhall,"£65,000",21-Feb-24,February,Q4,Midlands,Walsall,Combined arts,"Above £30,000",
Working Chimp Productions CIC,The Longest Day Festival,"£16,500",21-Feb-24,February,Q4,North,Kirklees,Combined arts,"£30,000 and below",Supporting Grassroots Music
Lauren Townsend,Obsessed: A New Play - R&D Phase,"£29,999",21-Feb-24,February,Q4,North,Doncaster,Theatre,"£30,000 and below",
South Tyneside Council -Music,Different Voices 2024,"£29,884",21-Feb-24,February,Q4,North,South Tyneside,Music,"£30,000 and below",
Horniman Museum and Gardens,Reinterpretation of Benin Kingdom collection,"£30,000",21-Feb-24,February,Q4,London,Lewisham,Museums,"£30,000 and below",Unlocking Collections
Holly Maples,Resistance and Rebellion,"£18,649",21-Feb-24,February,Q4,London,Lewisham,Theatre,"£30,000 and below",
Afghanistan and Central Asian Association,MOZAIK: Refugee Week Festival 2024,"£14,500",21-Feb-24,February,Q4,London,Hounslow,Combined arts,"£30,000 and below",
Explore Ensemble,2024 Projects,"£15,000",21-Feb-24,February,Q4,London,Lewisham,Music,"£30,000 and below",
Pouya ehsaei,RESUBMISSION - From the Lips to the Moon,"£59,652",21-Feb-24,February,Q4,London,Southwark,Literature,"Above £30,000",
Rori Endersby,Croc In a Hard Place R&D,"£22,883",21-Feb-24,February,Q4,London,Kingston upon Thames,Theatre,"£30,000 and below",
Angel Shed Theatre Company,Integrating access into children's theatre,"£28,218",21-Feb-24,February,Q4,London,Islington,Theatre,"£30,000 and below",
The Line,Rasheed Araeen on The Line,"£65,646",21-Feb-24,February,Q4,London,Newham,Visual arts,"Above £30,000",
BOP Productions,BOP Naissance - local & international masterclasses articulate Jazz Dance legacy/future via org. development,"£49,945",21-Feb-24,February,Q4,London,Sutton,Dance,"Above £30,000",
SVA,Back295,"£28,450",21-Feb-24,February,Q4,London,Camden,Music,"£30,000 and below",Supporting Grassroots Music
Jamboulay Carnival Arts,Dingolay - Remember when,"£25,000",21-Feb-24,February,Q4,London,Hackney,Combined arts,"£30,000 and below",
Kindred,Kindred Radio,"£11,889",21-Feb-24,February,Q4,London,Islington,Music,"£30,000 and below",Supporting Grassroots Music
Avital Lvova,Casserole March 2024,"£11,022",21-Feb-24,February,Q4,London,Hackney,Theatre,"£30,000 and below",
Jess Haygarth,3 Week National Tour of I HATE IT HERE - An original devised piece about Zero Hours Contracts & Instability,"£32,875",21-Feb-24,February,Q4,London,Haringey,Theatre,"£30,000 and below",
Nina Laumann,Metamorphosis,"£6,396",21-Feb-24,February,Q4,London,Hackney,Theatre,"£30,000 and below",
Dani Harris-Walters,Happy Father's Day: Remount and touring,"£15,669",21-Feb-24,February,Q4,London,Wandsworth,Dance,"£30,000 and below",
FUBU,Grassroots,"£19,878",21-Feb-24,February,Q4,North,Manchester,Music,"£30,000 and below",Supporting Grassroots Music
Denise Baker,When Did I Become Invisible?,"£30,250",21-Feb-24,February,Q4,London,Kensington and Chelsea,Visual arts,"£30,000 and below",
Paul Hawkins,Organised Fun,"£21,304",21-Feb-24,February,Q4,London,Islington,Music,"£30,000 and below",Supporting Grassroots Music
Ian Giles,Let it Out: Production & Community Engagement,"£25,717",21-Feb-24,February,Q4,London,Islington,Combined arts,"£30,000 and below",
Timi Sawyerr,RROWM EXHIBITIONS,"£30,000",21-Feb-24,February,Q4,London,Bexley,Combined arts,"£30,000 and below",Unlocking Collections
Beeja CIC,Beeja 2024 Croydon Programme,"£61,854",21-Feb-24,February,Q4,London,Croydon,Combined arts,"Above £30,000",
Anusha Subramanyam,Rainbow Rvelry,"£30,000",21-Feb-24,February,Q4,London,Croydon,Dance,"£30,000 and below",
Ordinary Glory,"Joy Unspeakable, Hyper-Local Tour 2024, Greater Manchester","£45,871",22-Feb-24,February,Q4,North,Bolton,Theatre,"Above £30,000 - Over £30k Touring project",
Zoyander Street,Intrapology Season 1: How we make worlds together,"£60,400",22-Feb-24,February,Q4,North,Rotherham,Theatre,"Above £30,000",
Salto Arts,LEAP,"£37,000",22-Feb-24,February,Q4,North,North Tyneside,Combined arts,"Above £30,000",
Adrian Johnson,Babsolutely Fabulous 2024 amended,"£9,000",22-Feb-24,February,Q4,Midlands,Sandwell,Libraries,"£30,000 and below",Universal Library Offers
KD Culture,Balance Tour,"£60,300",22-Feb-24,February,Q4,Midlands,Birmingham,Dance,"Above £30,000 - Over £30k Touring project",
Equal Arts,VERVE,"£80,000",22-Feb-24,February,Q4,North,Newcastle upon Tyne,Combined arts,"Above £30,000",
Emma Nicholls,Accessible Circus,"£21,966",22-Feb-24,February,Q4,Midlands,East Lindsey,Theatre,"£30,000 and below",
Poulton-le-Fylde Community hall,Spot On Festival Poulton-le-Fylde 2024,"£56,500",22-Feb-24,February,Q4,North,Wyre,Combined arts,"Above £30,000",
Soraya Nabipour,RAFT رَفت R&D,"£28,438",22-Feb-24,February,Q4,Midlands,North East Derbyshire,Theatre,"£30,000 and below",
Barefoot Opera,La Traviata,"£55,464",22-Feb-24,February,Q4,South East,Hastings,Music,"Above £30,000 - Over £30k Touring project",
The Tent People Limited,Tent People On Tour,"£30,000",22-Feb-24,February,Q4,Midlands,High Peak,Combined arts,"£30,000 and below",
East Riding of Yorkshire Council - Arts Development,Choreographing Culture in the East Riding,"£46,400",22-Feb-24,February,Q4,North,East Riding of Yorkshire,Dance,"Above £30,000",
Blackpool Libraries,Explore Tech. Expand Worlds,"£58,060",22-Feb-24,February,Q4,North,Blackpool,Libraries,"Above £30,000",Universal Library Offers
Alexandra Zawadzki,Breaking gallery representation barriers across class & geography,"£59,442",22-Feb-24,February,Q4,North,Blackburn with Darwen,Visual arts,"Above £30,000",
Keswick Museum & Art Gallery Management Ltd,Access All Areas: breaking down barriers at Keswick Museum,"£64,839",22-Feb-24,February,Q4,North,Cumberland,Museums,"Above £30,000",Unlocking Collections
Thomas Rosley,Poets Off the Endz - Chapter 1,"£29,700",22-Feb-24,February,Q4,Midlands,Nottingham,Literature,"£30,000 and below",
Leap Then Look CIC,Play Interact Explore Touring,"£64,991",22-Feb-24,February,Q4,South East,Brighton and Hove,Visual arts,"Above £30,000 - Over £30k Touring project",
Jacob Whitehorn,Dauntless Evolution - Organisational Development / R+D,"£26,929",22-Feb-24,February,Q4,Midlands,Rugby,Theatre,"£30,000 and below",
Broadfield Youth & Community Centre,Broadfield Reimagined,"£24,766",22-Feb-24,February,Q4,South East,Crawley,Combined arts,"£30,000 and below",
Moonbeam Theatre,The Garden,"£69,979",22-Feb-24,February,Q4,South East,Canterbury,Theatre,"Above £30,000 - Over £30k Touring project",
Gary Thomas,Lost Memories - National Tour,"£40,525",22-Feb-24,February,Q4,South East,Epsom and Ewell,Visual arts,"Above £30,000 - Over £30k Touring project",
Maral Mamaghanizadeh,AR Storytelling through BSL,"£41,110",22-Feb-24,February,Q4,Midlands,Wyre Forest,Literature,"£30,000 and below",
Flood LTD,Bursts resubmission,"£16,818",22-Feb-24,February,Q4,Midlands,Shropshire,Not discipline specific,"£30,000 and below",
Anisa Butt,Permission - One Woman Show,"£13,134",28-Feb-24,February,Q4,South East,Spelthorne,Theatre,"£30,000 and below",
INK FESTIVAL,2024 INK Festival-2,"£30,000",28-Feb-24,February,Q4,South East,East Suffolk,Theatre,"£30,000 and below",
Margate Pride CIC,2024 Margate Pride Festival,"£30,000",28-Feb-24,February,Q4,South East,Thanet,Combined arts,"£30,000 and below",
Reading Borough Council,Early Years Theatre at Reading Libraries,"£30,000",28-Feb-24,February,Q4,South East,Reading,Theatre,"£30,000 and below",
Zephron Limited,"Keyz to the Game, Vol 1","£27,425",28-Feb-24,February,Q4,South East,Hertsmere,Music,"£30,000 and below",
Medway Council Brook Theatre,Sweeps Festival Community Participatory Programme,"£30,246",28-Feb-24,February,Q4,South East,Medway,Combined arts,"£30,000 and below",
Dead Air Music,Dead Air: Organisational Development,"£16,598",28-Feb-24,February,Q4,North,Salford,Music,"£30,000 and below",Supporting Grassroots Music
Afrocats community Group,Connecting Communities,"£28,908",28-Feb-24,February,Q4,North,Manchester,Combined arts,"£30,000 and below",
Manchester City Council Events Team,George's Dragon,"£15,000",28-Feb-24,February,Q4,North,Manchester,Combined arts,"£30,000 and below",
Azizi Cole,Body Clock,"£27,929",28-Feb-24,February,Q4,North,Leeds,Dance,"£30,000 and below",
Angela Reed,Calligraphy and Creative Wellbeing,"£2,808",28-Feb-24,February,Q4,North,South Tyneside,Visual arts,"£30,000 and below",
Autin Dance Theatre,Parade - The Giant Wheel [Participatory Outdoor Performance Project - Rehearsals & 2024 Tour] - Resubmission,"£32,500",28-Feb-24,February,Q4,Midlands,Birmingham,Theatre,"£30,000 and below",
HER Productions,Sunny Girl - Phase 2,"£26,320",28-Feb-24,February,Q4,North,Manchester,Theatre,"£30,000 and below",
Nudge Community Builders,U.Dance South West 2024,"£27,500",28-Feb-24,February,Q4,South West,Plymouth,Dance,"£30,000 and below",
Francesca Dillon-Reams,"Creation of intergenerational, comedic dance-theatre work & community project: Mothering","£31,229",28-Feb-24,February,Q4,South East,Brighton and Hove,Dance,"£30,000 and below",
Saffron Hall Trust,Essex Music Ecosystem R&D Project,"£29,150",28-Feb-24,February,Q4,South East,Uttlesford,Music,"£30,000 and below",
International Festival of Glass,International Festival of Glass 2024,"£211,000",28-Feb-24,February,Q4,South West,Stroud,Visual arts,"Above £30,000 - Nationally Significant project",
Tess Chalmers,Jellyfish tour 2024,"£30,000",28-Feb-24,February,Q4,South East,South Cambridgeshire,Theatre,"£30,000 and below",
Lisa Banks,Why celebrate women artists?,"£2,313",28-Feb-24,February,Q4,South East,Fenland,Visual arts,"£30,000 and below",
Wisbech Town Council,Rose Fair 2024,"£29,000",28-Feb-24,February,Q4,South East,Fenland,Combined arts,"£30,000 and below",
3 hearts canvas,Cassie and the Lights,"£5,802",28-Feb-24,February,Q4,North,Cheshire West and Chester,Theatre,"£30,000 and below",
Black Dog Theatre Creation,The Black Dog Theatre Creation Camden 2024,"£6,800",28-Feb-24,February,Q4,South East,Braintree,Theatre,"£30,000 and below",
suman gujral,Third Space,"£21,213",28-Feb-24,February,Q4,South East,St Albans,Literature,"£30,000 and below",
Spun Glass Theatre,Make Your Mark Early Years Project,"£29,940",28-Feb-24,February,Q4,South East,Hastings,Combined arts,"£30,000 and below",
Julie Stimpson,Great Yarmouth Community Carnival,"£12,500",28-Feb-24,February,Q4,South East,Norwich,Combined arts,"£30,000 and below",
Habib Hajallie,Art Exhibition in Dartford with local emerging artists from ethnically diverse backgrounds,"£28,437",28-Feb-24,February,Q4,South East,Dartford,Visual arts,"£30,000 and below",
TimbaDash Theatre,Grubbins Wood Tour,"£31,000",28-Feb-24,February,Q4,North,North Tyneside,Theatre,"£30,000 and below",
Ethnic Arts Society,Ethnic Arts Festival 2024,"£30,000",28-Feb-24,February,Q4,Midlands,Birmingham,Combined arts,"£30,000 and below",Supporting Grassroots Music
Vanessa Oakes,Songs for Survivors of the 21st Century (phase 1),"£24,767",28-Feb-24,February,Q4,Midlands,Coventry,Music,"£30,000 and below",
Literature Must Fall,JAAG Festival Delivery & Development 2024,"£29,403",28-Feb-24,February,Q4,Midlands,Birmingham,Literature,"£30,000 and below",
Make Good Arts,Place,"£13,190",28-Feb-24,February,Q4,Midlands,Sandwell,Visual arts,"£30,000 and below",
ALINE COSTA,In Bloom,"£16,150",28-Feb-24,February,Q4,North,Knowsley,Dance,"£30,000 and below",
Shaun Fallows,Redundant Butties Tour,"£7,688",28-Feb-24,February,Q4,North,Wigan,Literature,"£30,000 and below",
Daniel Jones,The River Don Is Amazing,"£14,610",28-Feb-24,February,Q4,North,Doncaster,Visual arts,"£30,000 and below",
Samantha Fox,The Sleeping Seeds development and  Black Country tour,"£30,952",28-Feb-24,February,Q4,Midlands,Sandwell,Theatre,"£30,000 and below",
Louis Kay-Price,The House with the Waiting Windows,"£21,370",28-Feb-24,February,Q4,Midlands,Birmingham,Visual arts,"£30,000 and below",
West Midlands Readers' Network,Public Libraries & Independent Bookshops Reader Development Programme 2024/25,"£29,437",28-Feb-24,February,Q4,Midlands,Birmingham,Libraries,"£30,000 and below",Universal Library Offers
Green Carnation Theatre Ltd,Clothes Swap: Theatre R&D & LGBTQ Youth Project in Manchester & Knowsley,"£26,661",28-Feb-24,February,Q4,North,Salford,Theatre,"£30,000 and below",
Nicola Gardner,The Windrush Warriors,"£29,000",28-Feb-24,February,Q4,North,Manchester,Theatre,"£30,000 and below",
Clara Hastrup,Solo exhibition at Strange Cargo,"£7,514",28-Feb-24,February,Q4,London,Tower Hamlets,Visual arts,"£30,000 and below",
Nas Charity,United Lens: Building Community Through Creativity,"£20,710",28-Feb-24,February,Q4,London,Westminster,Visual arts,"£30,000 and below",
Muddled Marauders,Vegetables,"£29,456",28-Feb-24,February,Q4,London,Lambeth,Theatre,"£30,000 and below",
Joseph Goodlink,Enfield Primary Voices,"£29,850",28-Feb-24,February,Q4,London,Barnet,Literature,"£30,000 and below",
Jacqueline Ennis-Cole,KOLA: Hatred is a Bitter Fruit,"£32,827",28-Feb-24,February,Q4,London,Hackney,Literature,"£30,000 and below",
Maria Chiara Argirò,Maria Chiara Argirò - 'Closer' UK and Europe Tour,"£10,287",28-Feb-24,February,Q4,London,Haringey,Music,"£30,000 and below",
Olivia Norris,Developing and Previewing TESTO; a New and Acclaimed Solo Show from Wet Mess,"£35,754",28-Feb-24,February,Q4,London,Hackney,Theatre,"£30,000 and below",
Lewis G. Burton's INFERNO,INFERNO Mentorship Program 2024,"£33,320",28-Feb-24,February,Q4,London,Hackney,Combined arts,"£30,000 and below",
Thomas Conaghan,The Unreliable Nature Writer - Promotional work,"£3,281",28-Feb-24,February,Q4,London,Islington,Literature,"£30,000 and below",
Lewisham Youth Theatre,LYT Young Directors Project,"£30,000",28-Feb-24,February,Q4,London,Lewisham,Theatre,"£30,000 and below",
Vanessa Maria Mirza,'Ensemble' (Together) R & D Resubmission,"£8,000",28-Feb-24,February,Q4,London,Hackney,Combined arts,"£30,000 and below",
Darnhill Festival,Finding the Habitable Zone Festival,"£28,897",28-Feb-24,February,Q4,North,Rochdale,Combined arts,"£30,000 and below",
Daksha Patel,A SENSE OF FLORA,"£13,718",28-Feb-24,February,Q4,North,Manchester,Visual arts,"£30,000 and below",
Wotton Silver Band,Champions of Brass,"£10,550",29-Feb-24,February,Q4,South West,Stroud,Music,"£30,000 and below",
the arc,The Last Shout,"£7,054",29-Feb-24,February,Q4,South West,Cornwall,Theatre,"£30,000 and below",
Tim Merrifield,All Things Change,"£5,372",29-Feb-24,February,Q4,South West,Cornwall,Dance,"£30,000 and below",
Go Ibiza Limited,Groove Odyssey Outreach,"£22,870",29-Feb-24,February,Q4,London,Portsmouth,Music,"£30,000 and below",
Somerset Opera,Dido & Aeneus,"£14,050",29-Feb-24,February,Q4,South West,Somerset,Music,"£30,000 and below",
Good Vibrations (Music) Ltd.,Connect and Create,"£43,803",4-Mar-24,March,Q4,London,City of London,Music,"Above £30,000",
Other Cinemas,Artist Film in Brent,"£64,550",4-Mar-24,March,Q4,London,Brent,Visual arts,"Above £30,000",
Khalid Abdalla,Nowhere: Origination and Premiere 2024,"£69,900",4-Mar-24,March,Q4,London,Southwark,Theatre,"Above £30,000",
Yewande 103,"The Creative Development, Production & Preview of Many Lifetimes, a New Intergenerational Group Dance","£82,507",4-Mar-24,March,Q4,London,Lewisham,Dance,"Above £30,000",
Joseph Morgan Schofield,Future Ritual: Ceremony (2024),"£68,601",4-Mar-24,March,Q4,London,Lewisham,Combined arts,"Above £30,000",
Kathy Williams,Place of Safety,"£23,877",5-Mar-24,March,Q4,South West,Isle of Wight,Visual arts,"£30,000 and below",
Far Flung Dance Theatre C.I.C,'Keep up and carry on',"£37,962",5-Mar-24,March,Q4,South West,Plymouth,Theatre,"£30,000 and below",
Libraries & Arts - Staffordshire County Council,Staffordshire Libraries Young Readers & Writers Programme 2024 - 2026,"£29,994",6-Mar-24,March,Q4,Midlands,Stafford,Libraries,"£30,000 and below",Universal Library Offers
The North Wall,ArtsLab 2024,"£22,825",6-Mar-24,March,Q4,South East,Oxford,Theatre,"£30,000 and below",
Alison Neighbour,Chalk Coracle,"£16,583",6-Mar-24,March,Q4,South East,Folkestone and Hythe,Combined arts,"£30,000 and below",
Charlotte Jones,"""You are enough, just as you are""","£12,478",6-Mar-24,March,Q4,North,Leeds,Dance,"£30,000 and below",
Short Supply,Short Supply Programme 24-25,"£33,277",6-Mar-24,March,Q4,North,Salford,Combined arts,"£30,000 and below",
The Beerhouse,Developing Dewsbury Music 2024,"£17,000",6-Mar-24,March,Q4,North,Kirklees,Music,"£30,000 and below",Supporting Grassroots Music
Jericho Prize for Children's Writing,Jericho Prize for Children's Writing 2024,"£12,423",6-Mar-24,March,Q4,South East,Horsham,Literature,"£30,000 and below",
Diverse FM Community Media & Training,DiverseFest A Celebration on Unity,"£30,000",6-Mar-24,March,Q4,South East,Luton,Music,"£30,000 and below",Supporting Grassroots Music
All In Productions,my first circus: the littlest mermaid redevelopment,"£32,232",6-Mar-24,March,Q4,South East,Norwich,Theatre,"£30,000 and below",
New Generation Jazz Community Interest Company,Jazz Futures - Performance and Pathways,"£29,900",6-Mar-24,March,Q4,South East,Brighton and Hove,Music,"£30,000 and below",
Brighton Youth Centre,BYC Arts Programme: delivering high quality art and cultural experiences to youth in the city and beyond,"£29,999",6-Mar-24,March,Q4,South East,Brighton and Hove,Combined arts,"£30,000 and below",
Small Pond Label,Emerging #2,"£29,958",6-Mar-24,March,Q4,South East,Brighton and Hove,Music,"£30,000 and below",
Laurie Jacobs,Peterborough Jazz Club,"£10,000",6-Mar-24,March,Q4,South East,Peterborough,Music,"£30,000 and below",Supporting Grassroots Music
Kevin vanriel,Love stories,"£19,987",6-Mar-24,March,Q4,South East,Slough,Literature,"£30,000 and below",
Dance Reading CIO,A Summer of Family Dance,"£29,250",6-Mar-24,March,Q4,South East,Reading,Dance,"£30,000 and below",
Theatre Hullabaloo,Place to Play,"£350,000",6-Mar-24,March,Q4,North,Darlington,Theatre,"Above £30,000 - Place Partnership project",NULL
Playwell Productions CIC,With Courage: Development for a Coastal Pathway Tour,"£32,057",6-Mar-24,March,Q4,South East,Reading,Theatre,"£30,000 and below",
Wild Arts,Summer Opera Tour,"£27,431",6-Mar-24,March,Q4,South East,Colchester,Music,"£30,000 and below",
Toby Peach,Fertile,"£19,939",6-Mar-24,March,Q4,South East,Broxbourne,Theatre,"£30,000 and below",
Pride Theatre Productions,My boy Danny Community Theatre Project,"£5,600",6-Mar-24,March,Q4,South East,Braintree,Theatre,"£30,000 and below",
Charlotte Baynes,Three Cultures Music and dance Performance,"£29,800",6-Mar-24,March,Q4,South East,Canterbury,Combined arts,"£30,000 and below",
Bolton Gate Arts CIC,Imprints: Tales from the New Wild,"£30,000",6-Mar-24,March,Q4,Midlands,East Staffordshire,Theatre,"£30,000 and below",
Body Politic Dance Limited,Body Politic YOUTH; training & talent pathways for 16-25yrs in hip hop dance,"£60,650",6-Mar-24,March,Q4,South East,Oxford,Dance,"Above £30,000",
Young Norfolk Arts Trust,Holding Space 2023-2024,"£29,500",6-Mar-24,March,Q4,South East,Norwich,Combined arts,"£30,000 and below",
NewJazz5,"Lincoln Jazz Festival 2024, Workshops and Outreach","£8,800",6-Mar-24,March,Q4,Midlands,Lincoln,Music,"£30,000 and below",Supporting Grassroots Music
Edward Hopkins,SALT full performance & tour - resubmission,"£16,645",6-Mar-24,March,Q4,South East,North Norfolk,Theatre,"£30,000 and below",
Tom Powell,Neurodivergent Theatre Tour (Surfacing),"£40,000",6-Mar-24,March,Q4,South East,Sevenoaks,Theatre,"£30,000 and below",
Little People Big Noise,Lights Camera Scores & More TH,"£4,690",6-Mar-24,March,Q4,London,Wandsworth,Music,"£30,000 and below",
So La Flair Theatre,Is This Thing On?,"£19,869",6-Mar-24,March,Q4,North,Manchester,Theatre,"£30,000 and below",
Beverley Thomas,"Go Wild: Dancing, Drawing with Words","£13,941",6-Mar-24,March,Q4,North,Sheffield,Combined arts,"£30,000 and below",
Pif-Paf Theatre Ltd,Right To Play - Co-creation R&D for a new outdoors show,"£19,734",6-Mar-24,March,Q4,North,Sheffield,Theatre,"£30,000 and below",
The HandleBards,The HandleBards: Cycling Shakespeare 2024,"£30,000",6-Mar-24,March,Q4,North,Wigan,Theatre,"£30,000 and below",
Read Now Write Now,Climate Champions 2024 Liverpool City Region,"£23,098",6-Mar-24,March,Q4,North,Wirral,Literature,"£30,000 and below",
Birmingham Music Archive,Birmingham Music Archive R & D,"£29,900",6-Mar-24,March,Q4,Midlands,Sandwell,Music,"£30,000 and below",
Alexandra Bartles,Future Successful Music Producers,"£29,375",6-Mar-24,March,Q4,North,Barnsley,Music,"£30,000 and below",Supporting Grassroots Music
Kathleen Jackson,Resubmission: Drag Declares Emergency,"£30,552",6-Mar-24,March,Q4,North,Newcastle upon Tyne,Theatre,"£30,000 and below",
Art Riot Collective,Researching our Collective: how to Art Riot,"£57,075",6-Mar-24,March,Q4,Midlands,Coventry,Visual arts,"£30,000 and below",
The Parakeet Studio CIC,The Parakeet Studio - Early Years,"£29,950",6-Mar-24,March,Q4,Midlands,Sandwell,Combined arts,"£30,000 and below",
Ranjit Singh Bhandal,Bhandwagon - organisational development and international collaboration,"£17,050",6-Mar-24,March,Q4,Midlands,Walsall,Music,"£30,000 and below",
Spin Arts Ltd,"Queenie and the Pooka - A touring dance & music show for children about Gypsy, Roma & Traveller lifestyles & culture","£31,480",6-Mar-24,March,Q4,North,Bradford,Theatre,"£30,000 and below",
Craig Nannestad,Her Country R&D,"£8,603",6-Mar-24,March,Q4,London,Waltham Forest,Theatre,"£30,000 and below",
Tarastar Silver Limited,Tara Lily 2024 Tour,"£14,352",6-Mar-24,March,Q4,London,Southwark,Music,"£30,000 and below",
The BRIT School,BRIT Reach Festival,"£29,994",6-Mar-24,March,Q4,London,Croydon,Combined arts,"£30,000 and below",
Makani,The Women's Strike: A Refugee Lysistrata Show,"£32,448",6-Mar-24,March,Q4,London,Haringey,Theatre,"£30,000 and below",
Linden Editions,Indie publishers - Croatian writers meet the UK readers,"£6,345",6-Mar-24,March,Q4,London,Wandsworth,Literature,"£30,000 and below",
Kadir Karababa,One Song,"£24,655",6-Mar-24,March,Q4,London,Hackney,Music,"£30,000 and below",
Burley and Fisher Books LLP,BF Community Riso Press,"£12,425",6-Mar-24,March,Q4,London,Hackney,Literature,"£30,000 and below",
Caroline Winn,Caroline Winn Garden of Peace sculpture,"£2,000",6-Mar-24,March,Q4,London,Hammersmith and Fulham,Visual arts,"£30,000 and below",
Sinziana Cojocărescu,Collective Authorship - artists & Lambeth community,"£26,272",6-Mar-24,March,Q4,Midlands,Lambeth,Theatre,"£30,000 and below",
Shado Mag CIC,Creative non-fiction: Mentoring and upskilling underserved communities,"£29,958",6-Mar-24,March,Q4,London,Lambeth,Literature,"£30,000 and below",
MACFEST UK,MACFESTUK,"£98,000",7-Mar-24,March,Q4,North,Manchester,Combined arts,"Above £30,000",
Libellule Theatre,Tan and The Stolen Stories (Working Title),"£46,311",7-Mar-24,March,Q4,North,Redcar and Cleveland,Theatre,"Above £30,000",Universal Library Offers
South Tyneside Council Culture,This Is South Tyneside Festival Parade Weekend 2024,"£70,000",7-Mar-24,March,Q4,North,South Tyneside,Combined arts,"Above £30,000",
Exmouth Festival,Exmouth Festival 2024,"£37,000",7-Mar-24,March,Q4,South West,East Devon,Combined arts,"Above £30,000",
Manchester City Council,The Big Blue Peter Read,"£99,385",7-Mar-24,March,Q4,North,Manchester,Literature,"Above £30,000",
International Documentary Festival Sheffield,Alternate Realities Exhibition 2024,"£92,000",7-Mar-24,March,Q4,North,Sheffield,Visual arts,"Above £30,000",
Skimstone Arts,Community Commission-led Diverse Music and Culture UNITY Festival 2024 in Redcar and Newcastle upon Tyne,"£65,000",7-Mar-24,March,Q4,North,Newcastle upon Tyne,Combined arts,"Above £30,000",
